"previous_year_rating";"education = Below Secondary";"employee_id";"department";"region";"gender";"recruitment_channel";"no_of_trainings";"age";"length_of_service";"awards_won?";"avg_training_score";"confidence(No)";"confidence(Yes)";"prediction(is_promoted)"
5.0;0;14778;"Analytics";"region_22";"m";"other";1;29;2;0;84;0.8988830529906966;0.10111694700930345;"No"
3.2046296296296295;0;65459;"Operations";"region_27";"m";"other";1;26;1;0;56;0.991575107688173;0.008424892311827024;"No"
2.0;1;28127;"Technology";"region_13";"f";"sourcing";1;24;2;0;85;0.7537087838574226;0.24629121614257748;"No"
1.0;1;22403;"Finance";"region_28";"f";"other";1;26;2;0;54;0.9970712282712911;0.0029287717287088963;"No"
3.0;0;63354;"Technology";"region_2";"f";"other";1;56;12;0;79;0.9836447793817957;0.016355220618204273;"No"
3.2046296296296295;0;12723;"Sales & Marketing";"region_27";"m";"sourcing";1;23;1;0;50;0.9737401694639853;0.026259830536014647;"No"
4.0;0;43657;"Sales & Marketing";"region_26";"m";"other";1;24;3;0;50;0.99044002966714;0.009559970332860013;"No"
1.0;0;52076;"Sales & Marketing";"region_15";"m";"sourcing";1;45;14;0;55;0.9851412270130934;0.014858772986906677;"No"
3.2046296296296295;1;61193;"Legal";"region_22";"m";"other";1;26;1;0;63;0.9570651581072835;0.04293484189271642;"No"
3.2046296296296295;0;18612;"Sales & Marketing";"region_22";"m";"other";1;26;1;0;48;0.9842847956773965;0.015715204322603555;"No"
3.2046296296296295;1;60158;"Operations";"region_16";"f";"other";1;22;1;0;62;0.8941978518461917;0.10580214815380823;"No"
3.0;0;74667;"Sales & Marketing";"region_2";"f";"sourcing";1;36;7;0;49;0.9902620720890217;0.009737927910978227;"No"
4.0;0;38917;"Sales & Marketing";"region_1";"m";"other";1;28;5;0;49;0.9999985996642312;1.4003357687791614E-6;"No"
1.0;0;50037;"Analytics";"region_2";"m";"other";1;28;3;0;82;0.9909418838302018;0.009058116169798205;"No"
4.0;0;53303;"Operations";"region_2";"f";"sourcing";1;58;5;0;64;0.9793127000181121;0.020687299981887945;"No"
5.0;1;1089;"HR";"region_26";"m";"other";1;23;2;0;50;0.970892848790667;0.029107151209333066;"No"
3.0;0;64996;"Analytics";"region_22";"m";"sourcing";1;27;3;0;84;0.9621057919917687;0.03789420800823133;"No"
3.0;1;72065;"Operations";"region_14";"m";"other";1;22;2;0;57;0.9329344426586086;0.06706555734139144;"No"
3.2046296296296295;1;37385;"HR";"region_2";"m";"other";2;25;1;0;54;0.8685347298799142;0.13146527012008577;"No"
2.0;0;23708;"Sales & Marketing";"region_26";"m";"sourcing";3;32;8;0;49;0.9990372081108787;9.627918891213148E-4;"No"
3.0;0;58769;"Sales & Marketing";"region_1";"m";"other";1;27;6;0;53;0.9999972703791092;2.7296208908111216E-6;"No"
3.2046296296296295;0;65943;"Sales & Marketing";"region_25";"m";"other";1;26;1;0;55;0.8795343628224014;0.1204656371775986;"No"
3.2046296296296295;1;65623;"Procurement";"region_2";"f";"sourcing";1;24;1;0;66;0.9917647878470994;0.008235212152900604;"No"
2.0;1;77061;"Procurement";"region_2";"m";"sourcing";4;23;2;0;72;0.9821533086843168;0.017846691315683227;"No"
3.0;0;16986;"Finance";"region_2";"m";"other";1;34;6;0;62;0.9827323433089695;0.017267656691030447;"No"
5.0;0;24677;"Sales & Marketing";"region_31";"m";"other";1;27;2;0;47;0.9812253577335667;0.018774642266433342;"No"
3.2046296296296295;0;3994;"Sales & Marketing";"region_16";"m";"other";1;23;1;0;50;0.9470409077349762;0.052959092265023835;"No"
4.0;0;21572;"Sales & Marketing";"region_2";"f";"other";1;34;3;0;51;0.9709782305856802;0.02902176941431982;"No"
4.0;0;3570;"Operations";"region_22";"m";"other";1;26;4;0;63;0.9293814096451782;0.07061859035482171;"No"
1.0;0;33835;"Sales & Marketing";"region_2";"m";"other";1;37;9;0;50;0.9923817803371906;0.007618219662809396;"No"
3.2046296296296295;0;42042;"Technology";"region_22";"m";"other";1;29;1;0;75;0.9828894571665021;0.017110542833497916;"No"
3.0;0;1749;"Technology";"region_2";"m";"other";2;34;6;0;85;0.853498931665559;0.14650106833444096;"No"
3.0;0;54053;"Finance";"region_2";"f";"sourcing";1;39;13;0;65;0.9780427109078047;0.02195728909219526;"No"
3.0;0;31515;"Sales & Marketing";"region_2";"m";"other";2;30;4;0;45;0.994995931576342;0.005004068423658022;"No"
3.2046296296296295;1;49494;"Procurement";"region_2";"f";"sourcing";3;24;1;0;70;0.9860940943670758;0.01390590563292412;"No"
3.0;0;2425;"Sales & Marketing";"region_26";"m";"other";1;29;4;0;55;0.9833716829161621;0.016628317083837944;"No"
3.0;0;53176;"Technology";"region_2";"m";"sourcing";1;41;12;0;80;0.9534691642481181;0.04653083575188189;"No"
3.2046296296296295;1;15692;"Procurement";"region_2";"m";"other";1;25;1;0;68;0.9767589157404623;0.023241084259537723;"No"
3.0;0;30353;"Operations";"region_2";"m";"other";2;35;5;0;55;0.996764130328141;0.0032358696718590074;"No"
4.0;1;16454;"Technology";"region_7";"m";"other";2;26;3;0;76;0.9356794675352618;0.06432053246473822;"No"
3.2046296296296295;0;983;"Sales & Marketing";"region_22";"m";"sourcing";1;26;1;0;50;0.9785964914731667;0.02140350852683322;"No"
5.0;1;75902;"Finance";"region_16";"m";"other";1;25;2;0;73;0.1404600372151671;0.8595399627848329;"Yes"
3.2046296296296295;1;44749;"Finance";"region_2";"m";"sourcing";1;24;1;0;56;0.9908028031348513;0.009197196865148765;"No"
3.0;0;75683;"Sales & Marketing";"region_19";"m";"other";1;39;3;0;53;0.999997856446107;2.1435538930058132E-6;"No"
3.2046296296296295;0;58375;"Sales & Marketing";"region_14";"m";"other";1;24;1;0;46;0.9684633899027169;0.03153661009728313;"No"
2.0;0;5139;"Sales & Marketing";"region_26";"m";"sourcing";1;27;3;0;48;0.998758031113481;0.0012419688865190038;"No"
3.2046296296296295;1;23828;"Procurement";"region_2";"m";"other";7;22;1;0;75;0.9631160921269528;0.03688390787304723;"No"
4.0;0;49647;"Sales & Marketing";"region_31";"m";"sourcing";1;34;7;0;51;0.9745635843150748;0.025436415684925204;"No"
3.0;0;49618;"Analytics";"region_31";"m";"sourcing";1;32;5;0;83;0.9854554536087433;0.014544546391256678;"No"
3.2046296296296295;0;51408;"Sales & Marketing";"region_2";"f";"other";2;23;1;0;51;0.9778758221290117;0.022124177870988266;"No"
2.0;0;77167;"Sales & Marketing";"region_2";"m";"other";1;39;14;0;47;0.993142599089517;0.0068574009104830575;"No"
5.0;0;55269;"Operations";"region_32";"m";"other";1;30;6;0;58;0.9902333681568902;0.009766631843109733;"No"
1.0;0;65121;"Sales & Marketing";"region_29";"f";"sourcing";1;28;1;0;48;0.9999998951389695;1.0486103057730529E-7;"No"
3.0;0;15563;"Sales & Marketing";"region_7";"m";"other";1;38;7;0;51;0.9745397046547286;0.025460295345271413;"No"
4.0;0;55993;"Operations";"region_22";"m";"sourcing";1;27;3;0;60;0.970726499167697;0.02927350083230298;"No"
3.0;0;56380;"Sales & Marketing";"region_2";"m";"sourcing";1;42;14;0;46;0.9936443178845501;0.006355682115449891;"No"
2.0;0;42628;"Sales & Marketing";"region_2";"m";"sourcing";1;22;2;0;47;0.9929666070493736;0.007033392950626414;"No"
3.2046296296296295;0;45424;"Sales & Marketing";"region_2";"m";"sourcing";1;25;1;0;49;0.9793407900860671;0.02065920991393287;"No"
3.0;0;17454;"Sales & Marketing";"region_2";"m";"other";1;34;4;0;48;0.9876601576728646;0.012339842327135418;"No"
4.0;0;69439;"Procurement";"region_2";"f";"other";1;47;15;0;72;0.9771488152330386;0.022851184766961328;"No"
4.0;0;53041;"Operations";"region_15";"m";"other";1;30;2;0;64;0.9356503079535922;0.06434969204640785;"No"
3.0;0;11480;"Sales & Marketing";"region_21";"m";"sourcing";1;33;7;0;49;0.9999993503568925;6.49643107541331E-7;"No"
1.0;0;54593;"Analytics";"region_22";"f";"sourcing";1;29;2;0;86;0.987822006493019;0.012177993506980967;"No"
1.0;0;43696;"Sales & Marketing";"region_2";"f";"sourcing";1;33;6;0;49;0.9967510481649698;0.003248951835030122;"No"
3.2046296296296295;1;19443;"Procurement";"region_2";"m";"sourcing";2;22;1;0;70;0.9712978081751289;0.02870219182487107;"No"
3.2046296296296295;1;50237;"Finance";"region_2";"m";"sourcing";2;25;1;0;61;0.9730205659346358;0.02697943406536416;"No"
1.0;0;10260;"Sales & Marketing";"region_32";"m";"other";1;28;5;0;47;0.9989814161011196;0.0010185838988804132;"No"
3.0;0;75283;"Sales & Marketing";"region_19";"m";"sourcing";1;34;6;0;49;0.9999992444008328;7.555991672310935E-7;"No"
3.0;0;27757;"Sales & Marketing";"region_2";"m";"other";2;34;6;0;51;0.9768606731005359;0.023139326899464026;"No"
3.2046296296296295;0;61900;"Sales & Marketing";"region_15";"m";"other";1;23;1;0;49;0.9813198321918317;0.018680167808168283;"No"
4.0;0;76994;"Sales & Marketing";"region_2";"m";"other";2;27;2;0;48;0.976604927174504;0.023395072825496067;"No"
3.2046296296296295;0;59193;"Sales & Marketing";"region_26";"m";"other";1;26;1;0;48;0.9966726579404925;0.003327342059507506;"No"
2.0;0;37528;"Sales & Marketing";"region_1";"m";"sourcing";1;29;5;0;47;0.9999997851712222;2.1482877772172936E-7;"No"
3.2046296296296295;0;44489;"Sales & Marketing";"region_9";"m";"other";1;23;1;0;56;0.9999912488226255;8.751177374576522E-6;"No"
5.0;0;60654;"Sales & Marketing";"region_6";"m";"other";1;30;5;0;47;0.9998345272541127;1.654727458873183E-4;"No"
3.2046296296296295;0;34431;"Sales & Marketing";"region_2";"m";"other";1;22;1;0;51;0.9546593371248969;0.04534066287510307;"No"
1.0;0;12811;"Sales & Marketing";"region_15";"m";"other";1;32;2;0;47;0.997876660278222;0.0021233397217779995;"No"
3.0;0;700;"Analytics";"region_22";"m";"other";1;33;10;0;87;0.9202485148016837;0.07975148519831633;"No"
5.0;0;48784;"Sales & Marketing";"region_2";"f";"other";1;22;1;0;45;0.9847000866144262;0.015299913385573833;"No"
3.0;0;31670;"Operations";"region_15";"m";"other";1;38;2;0;62;0.9839739407856579;0.01602605921434204;"No"
3.0;0;38284;"Sales & Marketing";"region_32";"f";"sourcing";1;29;5;0;52;0.9936089144492234;0.0063910855507766295;"No"
3.0;0;9064;"Sales & Marketing";"region_7";"m";"other";1;36;5;0;51;0.9744388828927382;0.025561117107261798;"No"
3.2046296296296295;0;11626;"Analytics";"region_22";"m";"sourcing";1;27;1;1;88;0.6682115223659073;0.33178847763409275;"No"
3.2046296296296295;1;52691;"Procurement";"region_2";"f";"sourcing";1;26;1;0;68;0.9872155163536342;0.012784483646365804;"No"
4.0;1;29525;"HR";"region_2";"m";"other";1;26;4;0;48;0.944076293579129;0.05592370642087092;"No"
3.2046296296296295;0;58716;"Sales & Marketing";"region_6";"m";"other";1;30;1;0;48;0.9999264785591236;7.352144087635677E-5;"No"
3.2046296296296295;1;10712;"Legal";"region_13";"m";"other";1;26;1;0;55;0.9924033260349405;0.007596673965059518;"No"
3.0;0;1346;"Analytics";"region_2";"m";"other";1;43;13;0;85;0.9606252949491556;0.03937470505084438;"No"
5.0;0;71446;"Operations";"region_16";"f";"other";1;31;7;0;64;0.8201617969819295;0.17983820301807046;"No"
3.0;0;34725;"Operations";"region_23";"m";"sourcing";1;29;7;0;55;0.9864085109696424;0.013591489030357546;"No"
5.0;0;76569;"Analytics";"region_22";"m";"sourcing";1;24;3;0;85;0.8485058367377349;0.15149416326226503;"No"
3.0;0;54159;"Sales & Marketing";"region_9";"m";"sourcing";1;29;4;0;48;0.9999993589734079;6.4102659215011E-7;"No"
3.2046296296296295;0;10009;"Sales & Marketing";"region_2";"m";"sourcing";2;21;1;0;52;0.9628645785519431;0.03713542144805695;"No"
2.0;0;62135;"Sales & Marketing";"region_32";"m";"sourcing";1;29;4;0;44;0.9993007991355373;6.992008644626943E-4;"No"
1.0;0;64525;"Sales & Marketing";"region_23";"m";"sourcing";1;33;7;0;49;0.982946006793552;0.017053993206447925;"No"
1.0;0;41758;"Sales & Marketing";"region_13";"m";"sourcing";1;31;6;0;49;0.9907350269942318;0.009264973005768227;"No"
5.0;0;3668;"Sales & Marketing";"region_7";"m";"sourcing";1;25;2;0;69;0.07394583663705723;0.9260541633629428;"Yes"
3.0;0;69866;"Operations";"region_32";"m";"sourcing";1;28;2;0;61;0.9937048649974176;0.006295135002582367;"No"
3.0;0;63453;"HR";"region_26";"m";"sourcing";1;30;6;0;51;0.9948840247961493;0.005115975203850676;"No"
5.0;1;22569;"Operations";"region_22";"f";"other";1;26;5;0;59;0.9406994547175219;0.059300545282478044;"No"
4.0;0;40914;"Sales & Marketing";"region_7";"f";"other";1;25;3;0;48;0.9816862087481556;0.018313791251844416;"No"
5.0;0;27978;"Procurement";"region_2";"f";"sourcing";1;35;5;0;74;0.9414226648251174;0.05857733517488258;"No"
3.0;0;8264;"Sales & Marketing";"region_2";"m";"other";1;29;2;0;52;0.9600416014690876;0.0399583985309124;"No"
3.0;1;1501;"Technology";"region_27";"m";"sourcing";1;25;4;0;79;0.90884269631409;0.09115730368590998;"No"
3.0;1;33269;"Operations";"region_2";"f";"sourcing";1;23;2;0;60;0.9741829857452343;0.02581701425476563;"No"
4.0;1;49279;"Operations";"region_2";"f";"sourcing";1;26;3;0;60;0.9576128201050569;0.04238717989494311;"No"
1.0;0;73513;"Sales & Marketing";"region_9";"m";"other";1;39;7;0;53;0.9999991840867302;8.159132698637899E-7;"No"
3.2046296296296295;0;50738;"Sales & Marketing";"region_2";"m";"sourcing";1;28;1;0;55;0.9085594660801729;0.09144053391982711;"No"
5.0;0;16624;"Sales & Marketing";"region_32";"f";"other";1;27;5;0;51;0.9825021868522992;0.017497813147700828;"No"
3.2046296296296295;0;77563;"Sales & Marketing";"region_2";"m";"sourcing";1;24;1;0;44;0.9940026225657366;0.005997377434263376;"No"
3.2046296296296295;1;21114;"Legal";"region_7";"m";"sourcing";1;26;1;0;58;0.9911328035146473;0.008867196485352708;"No"
4.0;0;51676;"Analytics";"region_29";"m";"sourcing";1;30;3;0;83;0.9999981666787671;1.8333212328808292E-6;"No"
4.0;0;25917;"Technology";"region_7";"m";"other";1;24;1;0;79;0.9103703659724661;0.08962963402753384;"No"
5.0;1;46205;"Operations";"region_22";"f";"other";1;24;2;0;60;0.9186016235897547;0.08139837641024522;"No"
3.0;0;73917;"Sales & Marketing";"region_2";"f";"sourcing";1;25;2;0;51;0.9782694261607224;0.021730573839277588;"No"
3.0;0;19094;"Procurement";"region_26";"m";"other";1;33;7;0;70;0.9974400131391624;0.002559986860837588;"No"
3.2046296296296295;0;13022;"Analytics";"region_2";"m";"sourcing";1;25;1;0;92;0.723775742967989;0.2762242570320111;"No"
5.0;0;24703;"Sales & Marketing";"region_28";"m";"other";1;34;10;0;55;0.5419260091464091;0.4580739908535909;"No"
5.0;1;31387;"Technology";"region_2";"m";"other";1;25;2;0;83;0.4672335488907827;0.5327664511092173;"Yes"
2.0;0;35969;"Sales & Marketing";"region_26";"m";"other";1;31;5;0;48;0.9985120875058495;0.0014879124941504706;"No"
3.0;0;74554;"Sales & Marketing";"region_13";"m";"other";1;45;7;0;57;0.8260808758981718;0.17391912410182817;"No"
1.0;0;18385;"Sales & Marketing";"region_1";"m";"other";1;28;3;0;47;0.9999998601377998;1.3986220018771735E-7;"No"
3.0;1;60717;"Operations";"region_2";"f";"other";1;25;2;0;55;0.9919503639337701;0.008049636066229913;"No"
4.0;0;47949;"Analytics";"region_22";"m";"other";2;26;3;0;83;0.9548022267766674;0.04519777322333262;"No"
5.0;0;63732;"Operations";"region_32";"m";"other";1;31;6;0;56;0.9944094161726349;0.005590583827365068;"No"
5.0;0;1893;"Sales & Marketing";"region_2";"m";"sourcing";1;22;2;1;60;0.1568933878139046;0.8431066121860954;"Yes"
3.0;0;18333;"Sales & Marketing";"region_28";"m";"sourcing";1;32;7;0;51;0.9291767577285601;0.07082324227143984;"No"
3.0;1;55621;"HR";"region_32";"m";"other";1;24;3;0;53;0.9617394152307743;0.03826058476922563;"No"
5.0;0;8406;"Sales & Marketing";"region_7";"m";"other";1;31;6;0;50;0.9321887891381552;0.06781121086184486;"No"
3.0;1;61355;"HR";"region_16";"f";"other";1;25;1;0;53;0.8672034295228735;0.13279657047712648;"No"
3.0;0;56741;"Sales & Marketing";"region_14";"m";"other";2;25;2;0;46;0.9784602475591567;0.021539752440843298;"No"
1.0;0;7930;"Sales & Marketing";"region_19";"m";"sourcing";1;35;7;0;50;0.9999997285289636;2.7147103638979406E-7;"No"
3.2046296296296295;0;11549;"Sales & Marketing";"region_2";"m";"other";1;22;1;0;51;0.9573681400824274;0.0426318599175726;"No"
5.0;0;39762;"Operations";"region_2";"f";"other";1;28;2;0;61;0.9528760212851977;0.04712397871480232;"No"
2.0;0;40409;"Analytics";"region_22";"m";"sourcing";1;26;5;0;84;0.9774662252142833;0.022533774785716717;"No"
3.0;1;29225;"Procurement";"region_2";"f";"sourcing";1;25;4;0;71;0.973199370115059;0.026800629884941037;"No"
3.2046296296296295;1;18191;"Technology";"region_2";"m";"other";2;24;1;0;93;0.16652141332845516;0.8334785866715448;"Yes"
4.0;0;13041;"Analytics";"region_22";"m";"sourcing";1;28;2;0;83;0.9595282898690377;0.04047171013096226;"No"
3.2046296296296295;0;13902;"Sales & Marketing";"region_13";"m";"sourcing";1;23;1;0;53;0.9069744603277998;0.09302553967220016;"No"
5.0;0;59634;"Sales & Marketing";"region_2";"m";"sourcing";1;37;6;0;48;0.9679966290722435;0.03200337092775657;"No"
3.0;0;58057;"Sales & Marketing";"region_2";"m";"sourcing";1;44;3;0;54;0.9599289110276318;0.04007108897236824;"No"
5.0;0;29339;"Technology";"region_26";"m";"other";1;35;10;0;83;0.9290276522526036;0.0709723477473964;"No"
3.0;0;42104;"R&D";"region_22";"m";"sourcing";1;28;5;0;84;0.9515321908953196;0.048467809104680355;"No"
3.2046296296296295;1;24106;"Operations";"region_7";"f";"other";1;25;1;0;62;0.9485969611079506;0.05140303889204941;"No"
5.0;0;58356;"Analytics";"region_22";"m";"other";1;29;6;0;83;0.9039743555817813;0.09602564441821872;"No"
4.0;0;54777;"Sales & Marketing";"region_7";"m";"other";1;25;4;0;53;0.8860004470825847;0.1139995529174153;"No"
3.0;0;7203;"Sales & Marketing";"region_22";"m";"sourcing";1;28;2;1;47;0.9634524312007666;0.03654756879923333;"No"
5.0;1;850;"Technology";"region_27";"m";"other";1;25;2;0;89;0.1557585856432483;0.8442414143567517;"Yes"
2.0;0;11137;"Sales & Marketing";"region_16";"m";"other";1;41;11;0;54;0.9435060492467005;0.05649395075329949;"No"
3.0;0;64782;"Sales & Marketing";"region_7";"m";"other";3;31;3;0;51;0.9798297599633011;0.02017024003669885;"No"
4.0;1;31639;"Legal";"region_2";"m";"sourcing";1;29;3;0;64;0.9333925607876401;0.06660743921235987;"No"
3.0;0;54011;"Sales & Marketing";"region_1";"m";"sourcing";1;28;2;0;48;0.9999995051267048;4.948732952091349E-7;"No"
3.2046296296296295;0;35551;"Sales & Marketing";"region_7";"f";"sourcing";1;23;1;0;52;0.9705698549690049;0.029430145030995065;"No"
2.0;0;53538;"Sales & Marketing";"region_2";"m";"sourcing";2;20;2;0;50;0.9864304785604193;0.013569521439580654;"No"
3.0;0;33975;"Sales & Marketing";"region_15";"f";"other";1;31;4;0;50;0.9898156021761508;0.010184397823849195;"No"
3.0;0;30824;"Analytics";"region_2";"m";"other";1;45;13;0;84;0.9694381779678223;0.030561822032177766;"No"
3.0;0;69581;"Sales & Marketing";"region_2";"m";"other";1;30;1;0;51;0.9658024343176242;0.03419756568237574;"No"
3.2046296296296295;0;41968;"Sales & Marketing";"region_2";"f";"sourcing";1;26;1;0;47;0.9929338150470065;0.007066184952993466;"No"
5.0;1;21423;"Legal";"region_22";"m";"sourcing";1;26;3;0;60;0.9606627103840147;0.03933728961598529;"No"
3.0;1;17741;"Procurement";"region_7";"m";"sourcing";2;24;3;0;73;0.9452991983127831;0.05470080168721696;"No"
3.0;0;2788;"Finance";"region_2";"m";"other";1;44;15;0;58;0.995125792626096;0.004874207373903931;"No"
1.0;0;35065;"Sales & Marketing";"region_9";"m";"other";1;30;4;0;52;0.9999992906648566;7.0933514339558E-7;"No"
3.0;0;54366;"Analytics";"region_22";"m";"sourcing";1;23;1;0;88;0.8879576503118464;0.11204234968815362;"No"
5.0;0;37972;"Analytics";"region_22";"m";"sourcing";4;27;3;0;86;0.9206626309603259;0.07933736903967413;"No"
4.0;0;36161;"Sales & Marketing";"region_2";"m";"other";1;37;4;0;47;0.984651126619339;0.015348873380661026;"No"
4.0;0;17184;"Finance";"region_2";"m";"other";1;34;6;0;59;0.9868507824824829;0.013149217517517128;"No"
3.2046296296296295;0;20443;"Sales & Marketing";"region_31";"m";"sourcing";1;23;1;0;42;0.99834383738539;0.0016561626146100077;"No"
5.0;0;55912;"Sales & Marketing";"region_15";"m";"sourcing";1;39;10;0;51;0.9513802289730529;0.04861977102694715;"No"
2.0;0;40076;"Sales & Marketing";"region_2";"f";"other";1;34;4;0;50;0.9919019502367518;0.00809804976324825;"No"
3.2046296296296295;1;44337;"Procurement";"region_2";"f";"other";2;21;1;0;71;0.9690970328580325;0.030902967141967486;"No"
3.0;1;62917;"Procurement";"region_2";"m";"other";3;25;4;0;70;0.9739662117452977;0.026033788254702258;"No"
3.2046296296296295;1;19216;"Procurement";"region_7";"m";"sourcing";1;23;1;0;71;0.9540561366906919;0.0459438633093081;"No"
3.0;0;75686;"Sales & Marketing";"region_2";"f";"other";1;29;7;0;50;0.9803890231776183;0.019610976822381696;"No"
4.0;1;73001;"Technology";"region_16";"f";"other";1;22;2;0;79;0.7736125687477278;0.22638743125227226;"No"
3.0;0;60096;"Sales & Marketing";"region_30";"m";"sourcing";1;25;3;0;54;0.845965025193737;0.15403497480626305;"No"
3.2046296296296295;0;18740;"Analytics";"region_32";"m";"other";2;27;1;0;84;0.990468384620946;0.00953161537905395;"No"
3.2046296296296295;0;21974;"Sales & Marketing";"region_25";"m";"other";1;27;1;0;48;0.9832918533032248;0.01670814669677525;"No"
5.0;0;20509;"Sales & Marketing";"region_22";"m";"other";1;24;1;0;50;0.9258822815835138;0.07411771841648616;"No"
5.0;0;44007;"Sales & Marketing";"region_2";"m";"sourcing";1;32;3;0;47;0.9740486562253079;0.025951343774692114;"No"
2.0;0;71683;"Sales & Marketing";"region_27";"m";"sourcing";1;32;7;0;54;0.960034476437883;0.03996552356211698;"No"
3.2046296296296295;0;73556;"Sales & Marketing";"region_5";"m";"other";1;22;1;0;48;0.9841758550095242;0.015824144990475766;"No"
5.0;0;33753;"Sales & Marketing";"region_7";"m";"sourcing";1;28;6;0;46;0.9766298423087034;0.023370157691296523;"No"
3.2046296296296295;1;50998;"Operations";"region_2";"m";"sourcing";1;26;1;0;57;0.9807839379348298;0.01921606206517025;"No"
3.0;0;71150;"Sales & Marketing";"region_13";"m";"other";1;23;2;0;53;0.8826754259515891;0.11732457404841093;"No"
5.0;0;35204;"Sales & Marketing";"region_25";"m";"sourcing";1;26;5;0;44;0.9853668873551115;0.014633112644888497;"No"
5.0;0;76867;"Sales & Marketing";"region_2";"f";"sourcing";1;36;9;0;48;0.9769151762876374;0.02308482371236259;"No"
5.0;0;60807;"Sales & Marketing";"region_2";"m";"sourcing";1;23;2;0;48;0.9530701361904425;0.04692986380955755;"No"
2.0;0;46929;"Analytics";"region_22";"m";"other";1;28;2;0;84;0.9760300381226665;0.02396996187733347;"No"
5.0;0;38689;"Sales & Marketing";"region_16";"m";"sourcing";1;32;6;0;54;0.7466826891326619;0.25331731086733816;"No"
3.2046296296296295;1;34286;"Technology";"region_2";"m";"other";1;25;1;0;78;0.9044402394908094;0.09555976050919057;"No"
1.0;0;34947;"Sales & Marketing";"region_2";"m";"other";1;21;2;0;49;0.9914082973902276;0.008591702609772421;"No"
3.0;0;39475;"HR";"region_2";"m";"sourcing";1;30;9;0;44;0.995661996593184;0.00433800340681601;"No"
3.0;0;12031;"Sales & Marketing";"region_16";"m";"other";1;25;2;0;48;0.972632894850372;0.02736710514962809;"No"
3.0;0;74159;"Sales & Marketing";"region_11";"m";"sourcing";1;36;10;0;51;0.9642593085114627;0.03574069148853735;"No"
3.2046296296296295;1;41574;"Technology";"region_2";"m";"referred";1;22;1;0;74;0.9891890350124374;0.010810964987562613;"No"
4.0;0;25307;"Technology";"region_27";"m";"other";2;28;4;0;84;0.780333814904187;0.21966618509581307;"No"
3.0;0;19739;"Sales & Marketing";"region_31";"m";"other";2;30;7;0;46;0.9962903511966645;0.0037096488033354505;"No"
3.2046296296296295;1;37848;"HR";"region_2";"m";"referred";1;22;1;0;52;0.9664884497881334;0.033511550211866546;"No"
5.0;0;71752;"Sales & Marketing";"region_2";"m";"referred";2;24;2;0;44;0.9958746568830054;0.004125343116994599;"No"
2.0;0;27620;"Sales & Marketing";"region_2";"m";"other";3;49;20;0;51;0.9913989040004674;0.008601095999532593;"No"
4.0;0;18998;"Sales & Marketing";"region_16";"m";"other";1;25;2;0;51;0.8980345772818699;0.1019654227181302;"No"
2.0;0;42158;"Operations";"region_2";"f";"other";1;53;11;0;61;0.9950749672584565;0.004925032741543588;"No"
4.0;1;21345;"HR";"region_2";"m";"sourcing";1;21;2;0;89;2.2821068444156545E-4;0.9997717893155584;"Yes"
3.0;0;14211;"Analytics";"region_22";"m";"sourcing";1;32;8;0;86;0.946966227873294;0.05303377212670602;"No"
3.0;0;46711;"Operations";"region_2";"f";"other";1;49;10;0;58;0.9957500927136067;0.004249907286393278;"No"
